Stock No,TICKER,CUSIP,Avg CashFlow,Avg Lev Ratio (BV),Avg Lev Ratio (MV),Avg Earnings
1758,AMT,03027X100,-11372,1.4,0.8,100.3
1759,AHNMF,03958A103,8.4,0.8,0,-1.2
1760,CYPYF,"23,27,92,309",-48.7,2.3,0.4,-1
1761,ASOLF,04364G106,233.6,0,0,-2
1762,MMTIF,59509P106,-41.3,0,0,-4.5
1763,BADFF,05651W209,97.7,0.3,0.3,19.1
1764,BEVFF,"25,53,31,100",-258.9,0,0,-1.2
1765,BRLXF,09950M300,1266.3,1.1,1.3,10.4
1766,IDIFF,G476M1108,-9.9,0,0,-1.9
1767,NWXPF,"65,18,53,103",-88.8,0,0,-1
1768,CWYUF,83179X108,-1339.6,1.1,1.2,149.5
1769,JGFCF,47008T109,10.7,0,0,-2.7
1770,CLKFF,"18,19,01,109",-87.1,0.4,0.7,13.3
1771,COLM,"19,85,16,106",3207.7,0,0,109.7
1772,AJXGF,00847V108,33.7,0,0,-7.4
1773,ASKDD,32016U207,2,0,0,-1.6
1774,CTDH,12642Q101,17.8,0.3,0.2,-0.2
1775,NGD,"64,45,35,106",3464,0.2,0.3,-42.5
1776,PEYUF,"71,70,46,106",-228.1,0.4,0.2,122.4
1777,DGCRF,"25,19,12,101",-28.8,0,0,-5.1
1778,NRIFF,67092F104,11.3,0.1,0.1,-7.7
1779,ELTP,28659T200,71.4,0.3,0.1,-10.9
1780,MDNNF,"65,44,54,107",-13.5,0.2,0.1,-3.5
1781,FPPP,"31,65,70,100",4.2,0.4,0.3,-0.2
1782,FQVLF,"33,59,34,105",6432.5,0.3,0.4,292.4
